replica,cpu,cpu_usage,memory_usage,num_request,previous_tps,expected_tps,response_time,avg_num_request,avg_cpu_usage,avg_response_time
1,9,0.902,0.81,137.87,112.0,144,101.92,143.135,0.8334999999999999,54.287
3,4,0.2483333333333333,0.757,62.13,144.0,88,155.64,71.30055555555556,0.2648888888888889,133.88277777777776
1,9,0.404,0.646,64.6,88.0,64,21.72,64.27272727272727,0.40563636363636363,19.93
3,8,0.2736666666666666,0.7086666666666667,88.4,64.0,88,21.11,88.234,0.23677777777777773,23.15266666666667
1,8,0.444,0.768,72.47,88.0,72,20.65,72.2,0.4430625,23.288125
3,6,0.2566666666666666,0.7423333333333333,72.27,72.0,72,32.35,72.11111111111111,0.22394444444444442,22.633333333333333
1,7,0.618,0.823,96.4,72.0,96,28.06,96.27653846153846,0.5892692307692308,37.362692307692306
3,4,0.2576666666666666,0.749,50.07,96.0,88,217.37,71.30055555555556,0.2648888888888889,133.88277777777776
3,8,0.28,0.725,96.33,88.0,96,19.25,96.32333333333334,0.2502222222222222,19.717407407407407
1,6,0.601,0.707,89.8,96.0,96,116.96,92.68607142857142,0.5730000000000001,73.23464285714286
3,5,0.2943333333333333,0.7566666666666667,96.27,96.0,96,42.88,95.4084,0.2987066666666667,42.607600000000005
3,6,0.2456666666666666,0.7663333333333333,87.27,96.0,88,30.95,87.05714285714285,0.2470238095238095,29.481428571428573
1,8,0.675,0.787,104.4,88.0,104,50.28,104.40736842105264,0.6416842105263157,33.007894736842104
3,7,0.3956666666666666,0.7846666666666667,168.4,104.0,168,27.64,168.4,0.3956666666666666,27.64
3,7,0.3466666666666667,0.8113333333333334,145.2,168.0,144,21.82,144.56444444444443,0.35737037037037034,20.73888888888889
1,9,0.895,0.831,143.67,144.0,152,125.34,150.9,0.876125,68.0275
3,7,0.3659999999999999,0.7936666666666667,144.4,152.0,144,21.7,144.56444444444443,0.35737037037037034,20.73888888888889
3,6,0.2793333333333332,0.7376666666666667,104.13,144.0,104,26.4,104.24785714285714,0.2854047619047619,23.93357142857143
3,4,0.244,0.7446666666666667,58.8,104.0,104,221.13,77.73916666666666,0.28102777777777777,158.81666666666666
3,9,0.22,0.6956666666666665,80.33,104.0,80,20.03,80.2,0.2043333333333333,20.515
1,8,0.682,0.744,103.6,80.0,104,38.28,104.40736842105264,0.6416842105263157,33.007894736842104
2,4,0.2645,0.895,21.8,104.0,96,555.15,60.14740740740741,0.3173333333333333,246.12888888888887
2,6,0.3755,0.7204999999999999,96.6,96.0,96,24.6,96.337,0.36174999999999996,28.4865
1,8,0.665,0.79,96.47,96.0,96,30.42,96.33125,0.5900625,30.680625
1,4,0.398,0.869,47.87,96.0,80,209.4,54.4425,0.399125,187.28
3,4,0.2873333333333333,0.7399999999999999,77.53,80.0,80,68.88,77.10230769230769,0.2662564102564102,71.27846153846154
3,4,0.282,0.7566666666666667,102.47,80.0,104,51.17,77.73916666666666,0.28102777777777777,158.81666666666666
2,5,0.357,0.8275,56.87,104.0,120,267.71,87.95,0.371875,155.54999999999998
1,9,0.895,0.735,139.53,120.0,144,68.29,143.135,0.8334999999999999,54.287
2,9,0.535,0.741,152.47,144.0,152,23.74,152.51749999999998,0.47950000000000004,20.7175
3,4,0.2713333333333333,0.751,63.13,152.0,160,318.62,69.63,0.2766666666666666,289.55
2,9,0.3914999999999999,0.739,104.13,160.0,104,21.99,104.42357142857144,0.36214285714285716,19.137857142857143
2,7,0.3115,0.7195,80.27,104.0,80,23.96,80.16083333333333,0.3076666666666667,21.645
3,7,0.3026666666666666,0.738,112.33,80.0,112,23.26,112.374,0.30379999999999996,22.802
2,8,0.378,0.735,96.13,112.0,96,23.58,96.3204,0.34456,19.3672
2,7,0.382,0.716,96.0,96.0,96,21.67,96.375,0.34953125,20.505625
2,9,0.3745,0.7569999999999999,96.13,96.0,96,21.42,96.40227272727272,0.3372272727272727,19.52090909090909
2,5,0.3475,0.714,52.8,96.0,96,228.82,83.11526315789474,0.3562631578947368,99.03473684210526
2,9,0.3219999999999999,0.734,80.07,96.0,80,21.84,80.21857142857142,0.30792857142857144,20.440714285714286
1,9,0.467,0.797,72.47,80.0,72,23.81,72.30055555555556,0.4400555555555556,20.52722222222222
3,4,0.244,0.7406666666666668,50.67,72.0,104,263.7,77.73916666666666,0.28102777777777777,158.81666666666666
2,8,0.4044999999999999,0.7905,104.53,104.0,104,22.37,104.4935,0.372,21.1625
2,8,0.3885,0.7995,104.13,104.0,104,20.68,104.4935,0.372,21.1625
1,6,0.596,0.752,85.0,104.0,104,152.2,93.95666666666666,0.5901333333333334,121.46866666666666
2,8,0.3785,0.726,96.07,104.0,96,23.89,96.3204,0.34456,19.3672
1,7,0.545,0.764,80.4,96.0,80,29.63,80.40733333333333,0.5046,27.444
1,4,0.398,0.783,48.73,80.0,72,184.59,49.572,0.399,219.006
3,4,0.1323333333333333,0.8053333333333335,24.13,72.0,24,28.28,23.922857142857143,0.12661904761904758,31.40285714285714
3,7,0.1406666666666666,0.7863333333333333,24.13,24.0,24,22.89,24.11625,0.11183333333333328,21.715
1,7,0.248,0.726,32.13,24.0,32,21.24,32.112307692307695,0.2353846153846154,19.65230769230769
2,9,0.136,0.688,32.27,32.0,32,19.8,32.114,0.1538,18.505000000000003
2,5,0.187,0.774,40.27,32.0,40,28.15,40.13125,0.18704166666666666,23.881249999999998
2,7,0.1634999999999999,0.753,32.0,40.0,32,22.13,32.06391304347826,0.1603478260869565,19.895217391304346
1,7,0.312,0.76,32.2,32.0,32,25.56,32.112307692307695,0.2353846153846154,19.65230769230769
3,5,0.1126666666666666,0.8826666666666667,24.0,32.0,24,26.3,24.007777777777775,0.11844444444444441,22.743333333333332
3,9,0.1243333333333333,0.7600000000000001,40.0,24.0,40,22.07,40.0635,0.13534999999999997,18.827
2,7,0.201,0.7675000000000001,40.07,40.0,40,22.58,40.117826086956526,0.17710869565217388,19.533478260869565
3,8,0.1566666666666666,0.719,40.0,40.0,40,22.01,40.06142857142857,0.13935714285714282,19.598214285714285
1,7,0.303,0.704,40.13,40.0,40,24.86,40.071290322580644,0.28380645161290324,19.783870967741933
3,5,0.1616666666666666,0.8333333333333334,48.27,40.0,48,27.28,48.32181818181818,0.17421212121212118,23.430000000000003
1,6,0.304,0.699,40.13,48.0,40,25.12,40.13272727272727,0.2704090909090909,22.521818181818183
1,5,0.33,0.732,32.0,40.0,32,33.86,32.081538461538464,0.2426923076923077,25.483076923076922
2,4,0.1644999999999999,0.837,23.73,32.0,24,36.43,24.086666666666662,0.14399999999999996,30.689999999999998
1,5,0.447,0.812,56.33,24.0,56,34.3,56.10176470588235,0.3772941176470588,35.72411764705882
3,6,0.1776666666666666,0.7673333333333333,48.47,56.0,48,25.01,48.127272727272725,0.16603030303030297,20.85363636363636
3,6,0.158,0.8190000000000001,40.0,48.0,40,25.44,40.15208333333333,0.1436111111111111,20.85125
2,5,0.2229999999999999,0.864,40.07,40.0,40,31.77,40.13125,0.18704166666666666,23.881249999999998
1,8,0.272,0.744,40.13,40.0,40,21.6,40.112142857142864,0.2741071428571428,18.946428571428573
2,8,0.147,0.7335,32.33,40.0,32,20.97,32.13357142857143,0.15203571428571427,18.884999999999998
3,7,0.135,0.7973333333333333,32.07,32.0,32,20.56,32.056315789473686,0.12242105263157893,19.780526315789473
1,5,0.299,0.784,40.53,32.0,40,28.65,40.18206896551724,0.30489655172413793,28.25448275862069
2,4,0.26,0.8534999999999999,17.67,40.0,40,277.78,34.1975,0.21824999999999997,97.10625
3,6,0.1373333333333333,0.8156666666666667,40.0,40.0,40,23.08,40.15208333333333,0.1436111111111111,20.85125
2,6,0.1699999999999999,0.8454999999999999,40.0,40.0,40,19.97,40.18764705882353,0.18799999999999997,21.69235294117647
1,7,0.282,0.754,40.0,40.0,40,28.05,40.071290322580644,0.28380645161290324,19.783870967741933
2,5,0.153,0.8045,32.0,40.0,32,26.08,32.075,0.16234375,23.2375
2,7,0.1714999999999999,0.869,32.0,32.0,32,20.7,32.06391304347826,0.1603478260869565,19.895217391304346
2,4,0.2495,0.7424999999999999,19.2,32.0,64,428.81,49.0,0.2633636363636364,155.8709090909091
2,8,0.2285,0.7615000000000001,48.07,64.0,48,20.85,48.154375,0.19103124999999999,18.940625
3,4,0.1863333333333333,0.8109999999999999,39.93,48.0,40,43.2,40.07392857142857,0.1712738095238095,33.20178571428571
1,4,0.34,0.754,47.27,40.0,48,52.88,47.086470588235294,0.3438823529411765,59.26058823529412
3,8,0.1603333333333333,0.727,48.07,48.0,48,21.89,48.19,0.16688888888888886,19.278333333333332
1,5,0.427,0.804,56.07,48.0,56,31.91,56.10176470588235,0.3772941176470588,35.72411764705882
3,8,0.1929999999999999,0.7793333333333333,72.33,56.0,72,21.03,72.18157894736842,0.1985087719298245,19.602631578947367
1,7,0.428,0.708,64.2,72.0,64,27.06,64.226,0.4248,21.715333333333334
1,6,0.51,0.755,72.2,64.0,72,46.97,71.79588235294118,0.4768823529411764,35.38764705882353
1,8,0.368,0.714,56.6,72.0,56,22.91,56.287,0.379,19.990000000000002
1,9,0.318,0.744,48.0,56.0,48,17.79,48.1275,0.3154166666666667,17.876666666666665
3,4,0.2376666666666667,0.8596666666666667,64.53,48.0,64,50.53,58.36,0.23819999999999997,89.69800000000001
3,4,0.254,0.826,66.2,64.0,72,103.17,64.9211111111111,0.24303703703703702,89.22166666666666
1,7,0.634,0.77,96.47,72.0,96,35.97,96.27653846153846,0.5892692307692308,37.362692307692306
1,7,0.599,0.825,96.0,96.0,96,44.94,96.27653846153846,0.5892692307692308,37.362692307692306
3,9,0.3083333333333333,0.7573333333333333,120.53,96.0,120,21.09,120.32142857142857,0.2889047619047619,19.900000000000002
2,4,0.2695,0.8865000000000001,26.8,120.0,72,342.39,49.18826086956521,0.2902608695652174,196.5530434782609
1,5,0.497,0.85,82.33,72.0,88,129.52,70.71428571428571,0.49942857142857144,158.9114285714286
1,4,0.399,0.81,45.6,88.0,72,196.59,49.572,0.399,219.006
2,6,0.36,0.71,81.4,72.0,80,33.87,80.273,0.30155,22.689
1,4,0.399,0.793,45.8,80.0,64,175.87,48.24818181818182,0.3991818181818182,197.14545454545453
2,5,0.2785,0.7545,63.67,64.0,64,52.35,64.31428571428572,0.27185714285714285,29.435714285714287
2,7,0.3359999999999999,0.704,72.2,64.0,72,23.4,72.32333333333334,0.27704761904761904,20.362380952380953
3,7,0.1996666666666666,0.7003333333333334,72.0,72.0,72,20.88,72.19631578947369,0.2074912280701754,19.92684210526316
2,5,0.243,0.7825,72.73,72.0,72,28.19,70.85833333333333,0.30319444444444443,48.885
1,6,0.535,0.819,80.53,72.0,80,27.83,79.78375,0.51575,43.57125
3,8,0.2323333333333333,0.7783333333333333,88.2,80.0,88,20.69,88.234,0.23677777777777773,23.15266666666667
2,6,0.243,0.8180000000000001,56.07,88.0,56,22.58,56.163333333333334,0.2338333333333333,20.21777777777778
1,7,0.391,0.769,56.67,56.0,56,23.89,56.30235294117647,0.38352941176470584,23.72
2,5,0.411,0.8785000000000001,77.07,56.0,112,174.09,78.33333333333333,0.3805,172.39333333333335
1,8,0.586,0.819,96.8,112.0,96,43.2,96.33125,0.5900625,30.680625
1,9,0.621,0.749,104.33,96.0,104,22.94,104.35571428571427,0.6153333333333334,24.33047619047619
3,9,0.2616666666666666,0.7173333333333334,112.0,104.0,112,22.62,112.13333333333333,0.26633333333333326,22.863333333333333
2,4,0.3115,0.7949999999999999,37.2,112.0,144,494.87,64.23333333333333,0.33670833333333333,352.3875
1,6,0.578,0.765,88.8,144.0,88,70.3,86.58818181818182,0.5542727272727273,61.11000000000001
1,8,0.449,0.684,64.47,88.0,64,22.75,64.12555555555555,0.42055555555555557,20.054444444444446
1,4,0.4,0.911,55.47,64.0,88,200.16,55.56666666666666,0.3995,200.41333333333333
2,6,0.301,0.7769999999999999,72.0,88.0,72,26.85,72.28999999999999,0.2704666666666667,20.93933333333333
1,5,0.478,0.792,68.73,72.0,72,75.35,70.46684210526317,0.4577894736842105,66.16736842105263
2,7,0.3745,0.8185,96.33,72.0,96,23.58,96.375,0.34953125,20.505625
2,7,0.316,0.7224999999999999,88.67,96.0,88,23.92,88.45454545454545,0.32086363636363635,21.36909090909091
1,9,0.589,0.803,96.27,88.0,96,28.21,96.27541666666667,0.5818333333333333,22.3025
1,4,0.398,0.857,53.53,96.0,96,224.06,53.75523809523809,0.3990000000000001,226.77761904761905
1,5,0.497,0.842,78.93,96.0,96,151.94,75.99846153846154,0.4989615384615385,161.2923076923077
1,7,0.548,0.73,88.27,96.0,88,29.23,88.25307692307692,0.5328461538461539,27.556153846153848
3,5,0.329,0.777,102.67,88.0,104,45.86,101.97777777777777,0.3008333333333333,49.91333333333333
2,6,0.5315,0.825,165.33,104.0,168,94.86,165.33,0.5315,94.86
2,9,0.51,0.7475,144.27,168.0,144,21.98,144.385,0.4640625,19.91875
1,4,0.399,0.838,45.73,144.0,152,425.0,42.87428571428571,0.39914285714285713,478.7257142857143
2,5,0.345,0.7795,50.07,152.0,144,356.74,96.465,0.408375,209.96875
1,8,0.693,0.802,105.8,144.0,104,39.42,104.40736842105264,0.6416842105263157,33.007894736842104
2,4,0.278,0.687,33.13,104.0,104,395.15,57.21684210526316,0.3189473684210526,274.84999999999997
2,7,0.3375,0.748,80.4,104.0,80,22.66,80.16083333333333,0.3076666666666667,21.645
2,7,0.396,0.7745,104.27,80.0,104,22.16,104.12272727272726,0.3624090909090909,21.257272727272724
3,7,0.2663333333333333,0.7206666666666667,96.27,104.0,96,22.22,96.36421052631579,0.25140350877192974,19.527894736842104
1,4,0.398,0.842,48.8,96.0,96,246.85,53.75523809523809,0.3990000000000001,226.77761904761905
2,8,0.377,0.835,96.0,96.0,96,23.55,96.3204,0.34456,19.3672
2,4,0.2875,0.8415,28.67,96.0,96,415.9,60.14740740740741,0.3173333333333333,246.12888888888887
1,6,0.548,0.804,79.53,96.0,80,63.68,79.78375,0.51575,43.57125
2,8,0.347,0.7124999999999999,80.67,80.0,80,22.19,80.2675,0.30118749999999994,19.82125
1,5,0.498,0.854,67.0,80.0,104,195.11,74.275,0.4989375,179.840625
2,6,0.4405,0.757,121.33,104.0,120,26.12,120.4,0.447125,36.22
1,7,0.699,0.772,112.2,120.0,144,159.69,119.78857142857143,0.6985714285714285,151.56857142857143
3,9,0.3776666666666666,0.7746666666666667,152.53,144.0,152,21.97,152.84333333333333,0.3693333333333333,20.05333333333333
3,8,0.2693333333333333,0.7813333333333333,104.13,152.0,104,19.86,104.37388888888889,0.26770370370370367,19.95777777777778
1,7,0.537,0.746,80.33,104.0,80,29.77,80.40733333333333,0.5046,27.444
2,4,0.2805,0.86,27.53,80.0,112,488.81,50.68833333333333,0.29975,336.0316666666667
2,9,0.364,0.7535000000000001,96.13,112.0,96,21.36,96.40227272727272,0.3372272727272727,19.52090909090909
1,6,0.6,0.816,94.93,96.0,96,78.98,92.68607142857142,0.5730000000000001,73.23464285714286
1,7,0.661,0.846,97.2,96.0,96,40.7,96.27653846153846,0.5892692307692308,37.362692307692306
3,6,0.2916666666666667,0.7626666666666667,96.93,96.0,96,27.21,96.21368421052631,0.2639473684210526,22.31421052631579
2,7,0.305,0.7729999999999999,80.27,96.0,80,27.09,80.16083333333333,0.3076666666666667,21.645
2,5,0.3565,0.7645,71.2,80.0,72,51.74,70.85833333333333,0.30319444444444443,48.885
3,5,0.3083333333333333,0.8039999999999999,82.0,72.0,104,146.51,101.97777777777777,0.3008333333333333,49.91333333333333
2,8,0.3745,0.752,104.0,104.0,104,24.22,104.4935,0.372,21.1625
1,5,0.499,0.833,69.27,104.0,104,189.38,74.275,0.4989375,179.840625
2,5,0.376,0.808,59.73,104.0,104,218.21,82.3075,0.36871875,129.513125
3,4,0.2876666666666667,0.8506666666666667,96.6,104.0,96,48.49,70.84263157894736,0.270719298245614,159.15421052631578
3,5,0.274,0.7976666666666666,75.53,96.0,80,87.38,79.64214285714286,0.25371428571428567,32.645714285714284
2,6,0.279,0.7925,72.07,80.0,72,26.74,72.28999999999999,0.2704666666666667,20.93933333333333
3,8,0.1123333333333333,0.7443333333333334,24.2,72.0,24,23.21,24.0275,0.10591666666666662,19.150833333333335
3,7,0.1373333333333333,0.711,32.07,24.0,32,21.57,32.056315789473686,0.12242105263157893,19.780526315789473
2,5,0.179,0.7995000000000001,32.27,32.0,32,26.7,32.075,0.16234375,23.2375
3,4,0.1693333333333333,0.7993333333333332,40.33,32.0,40,32.92,40.07392857142857,0.1712738095238095,33.20178571428571
2,9,0.162,0.7255,32.13,40.0,32,19.76,32.114,0.1538,18.505000000000003
3,5,0.1403333333333333,0.7803333333333334,32.13,32.0,32,21.73,32.060833333333335,0.13652777777777778,22.3025
2,6,0.1335,0.8320000000000001,24.2,32.0,24,21.88,24.054999999999996,0.128,20.218333333333334
2,7,0.165,0.7605,40.13,24.0,40,22.76,40.117826086956526,0.17710869565217388,19.533478260869565
1,6,0.269,0.738,40.13,40.0,40,22.26,40.13272727272727,0.2704090909090909,22.521818181818183
1,6,0.254,0.735,40.0,40.0,40,25.86,40.13272727272727,0.2704090909090909,22.521818181818183
3,4,0.1653333333333333,0.854,40.47,40.0,40,33.55,40.07392857142857,0.1712738095238095,33.20178571428571
1,4,0.381,0.728,47.4,40.0,48,71.85,47.086470588235294,0.3438823529411765,59.26058823529412
1,7,0.325,0.788,40.0,48.0,40,26.29,40.071290322580644,0.28380645161290324,19.783870967741933
3,9,0.126,0.71,32.0,40.0,32,21.9,32.102000000000004,0.11864444444444439,19.043333333333333
1,7,0.174,0.746,24.07,32.0,24,20.7,24.03333333333333,0.19066666666666665,19.828333333333333
1,8,0.447,0.773,56.27,24.0,56,20.61,56.287,0.379,19.990000000000002
2,7,0.178,0.763,48.0,56.0,48,20.88,48.107,0.20459999999999998,20.805
3,4,0.2233333333333333,0.828,40.07,48.0,40,53.44,40.07392857142857,0.1712738095238095,33.20178571428571
1,7,0.317,0.681,40.0,40.0,40,22.46,40.071290322580644,0.28380645161290324,19.783870967741933
2,5,0.26,0.736,39.8,40.0,40,33.25,40.13125,0.18704166666666666,23.881249999999998
3,4,0.1513333333333333,0.8296666666666667,32.0,40.0,32,29.72,32.08705882352941,0.14884313725490192,29.42705882352941
2,6,0.16,0.776,32.13,32.0,32,21.57,32.06666666666667,0.1552083333333333,20.805
1,9,0.272,0.782,40.0,32.0,40,20.12,40.080740740740744,0.26403703703703707,18.46851851851852
3,9,0.1323333333333333,0.7143333333333334,40.07,40.0,40,20.96,40.0635,0.13534999999999997,18.827
3,8,0.1376666666666666,0.831,40.13,40.0,40,20.66,40.06142857142857,0.13935714285714282,19.598214285714285
1,8,0.275,0.712,40.07,40.0,40,22.88,40.112142857142864,0.2741071428571428,18.946428571428573
1,4,0.291,0.79,41.33,40.0,40,39.57,38.99952380952381,0.29500000000000004,51.85666666666667
3,8,0.1133333333333333,0.7266666666666666,32.07,40.0,32,21.96,32.03857142857143,0.11823809523809521,19.702142857142857
3,8,0.1126666666666666,0.7839999999999999,32.07,32.0,32,21.53,32.03857142857143,0.11823809523809521,19.702142857142857
3,8,0.1876666666666666,0.8156666666666667,64.13,32.0,64,20.04,64.16307692307693,0.18430769230769226,19.756923076923076
2,6,0.251,0.865,48.0,64.0,48,21.31,48.108181818181826,0.2165,22.16909090909091
3,4,0.2343333333333333,0.8166666666666668,39.87,48.0,40,65.34,40.07392857142857,0.1712738095238095,33.20178571428571
2,6,0.22,0.7615000000000001,48.13,40.0,48,21.62,48.108181818181826,0.2165,22.16909090909091
2,7,0.2165,0.8425,48.27,48.0,48,21.72,48.107,0.20459999999999998,20.805
3,4,0.226,0.7803333333333334,56.67,48.0,56,41.05,53.495000000000005,0.2137142857142857,57.778571428571425
1,5,0.436,0.734,70.93,56.0,72,74.42,70.46684210526317,0.4577894736842105,66.16736842105263
2,4,0.302,0.972,26.53,72.0,64,308.72,49.0,0.2633636363636364,155.8709090909091
2,7,0.3385,0.6890000000000001,72.13,64.0,72,22.99,72.32333333333334,0.27704761904761904,20.362380952380953
3,7,0.2276666666666666,0.801,88.2,72.0,88,21.88,88.49833333333333,0.23805555555555555,19.726666666666667
1,5,0.366,0.727,56.13,88.0,56,51.09,56.10176470588235,0.3772941176470588,35.72411764705882
2,7,0.224,0.7935,48.13,56.0,48,21.47,48.107,0.20459999999999998,20.805
1,5,0.371,0.795,56.13,48.0,56,35.05,56.10176470588235,0.3772941176470588,35.72411764705882
2,9,0.301,0.7535000000000001,64.13,56.0,64,22.39,64.14,0.24365,18.853
1,9,0.475,0.723,72.47,64.0,72,29.05,72.30055555555556,0.4400555555555556,20.52722222222222
1,4,0.399,0.863,46.33,72.0,96,259.16,53.75523809523809,0.3990000000000001,226.77761904761905
3,7,0.2549999999999999,0.7856666666666667,96.27,96.0,96,24.43,96.36421052631579,0.25140350877192974,19.527894736842104
2,6,0.457,0.8005,120.47,96.0,120,47.55,120.4,0.447125,36.22
3,9,0.198,0.6913333333333332,72.27,120.0,72,19.9,72.223,0.19539999999999996,18.7065
1,4,0.401,0.856,55.53,72.0,88,198.47,55.56666666666666,0.3995,200.41333333333333
1,7,0.451,0.727,72.0,88.0,72,26.32,72.342,0.4466,21.770666666666667
3,6,0.2306666666666666,0.7443333333333334,80.53,72.0,80,22.5,80.38125,0.23179166666666665,22.48625
1,7,0.484,0.758,63.93,80.0,64,25.4,64.226,0.4248,21.715333333333334
1,5,0.424,0.869,64.07,64.0,64,69.19,61.472727272727276,0.4308181818181818,62.346363636363634
3,6,0.1933333333333333,0.7146666666666667,72.0,64.0,72,23.81,72.11111111111111,0.22394444444444442,22.633333333333333
1,5,0.481,0.896,68.47,72.0,72,93.65,70.46684210526317,0.4577894736842105,66.16736842105263
2,9,0.274,0.673,72.07,72.0,72,24.15,72.179,0.25525,18.206
3,6,0.2463333333333333,0.826,80.33,72.0,80,27.7,80.38125,0.23179166666666665,22.48625
2,6,0.3595,0.7755000000000001,88.2,80.0,88,22.6,88.29692307692306,0.3309230769230769,23.38076923076923
1,5,0.383,0.806,56.8,88.0,56,36.85,56.10176470588235,0.3772941176470588,35.72411764705882
2,4,0.2835,0.739,39.6,56.0,56,164.77,42.825,0.2655,135.4925
2,9,0.4044999999999999,0.7305,112.2,56.0,112,20.95,112.50874999999999,0.38299999999999995,19.3775
1,6,0.567,0.759,93.8,112.0,96,61.63,92.68607142857142,0.5730000000000001,73.23464285714286
3,8,0.2586666666666666,0.807,104.07,96.0,104,23.02,104.37388888888889,0.26770370370370367,19.95777777777778
2,7,0.3954999999999999,0.7585,112.33,104.0,112,28.1,111.92285714285715,0.38771428571428573,22.565714285714286
1,8,0.796,0.775,123.93,112.0,144,144.41,139.52428571428572,0.7874285714285715,100.58714285714287
2,7,0.3405,0.761,88.0,144.0,88,23.0,88.45454545454545,0.32086363636363635,21.36909090909091
1,7,0.421,0.701,64.13,88.0,64,23.38,64.226,0.4248,21.715333333333334
3,9,0.2259999999999999,0.7523333333333334,88.2,64.0,88,24.5,88.19333333333333,0.22322222222222216,18.323333333333334
3,8,0.1999999999999999,0.7163333333333334,72.13,88.0,72,22.58,72.18157894736842,0.1985087719298245,19.602631578947367
2,8,0.2855,0.7675000000000001,72.53,72.0,72,21.39,72.2204,0.26502,18.1888
2,7,0.3665,0.806,96.4,72.0,96,19.63,96.375,0.34953125,20.505625
1,9,0.537,0.74,88.13,96.0,88,27.66,88.17666666666666,0.5528333333333334,24.221666666666668
3,9,0.2313333333333333,0.7283333333333334,96.53,88.0,96,20.72,96.35,0.24694999999999995,18.7195
1,6,0.569,0.803,96.2,96.0,96,35.97,92.68607142857142,0.5730000000000001,73.23464285714286
1,5,0.5,0.87,74.67,96.0,96,160.77,75.99846153846154,0.4989615384615385,161.2923076923077
2,6,0.3585,0.76,88.13,96.0,88,29.98,88.29692307692306,0.3309230769230769,23.38076923076923
2,7,0.3615,0.79,104.13,88.0,104,26.47,104.12272727272726,0.3624090909090909,21.257272727272724
3,8,0.3983333333333334,0.7503333333333333,168.33,104.0,168,21.88,168.53333333333333,0.4057777777777778,21.183333333333334
1,9,0.829,0.775,144.67,168.0,144,39.02,143.135,0.8334999999999999,54.287
1,6,0.597,0.829,97.87,144.0,152,194.27,93.18,0.598,205.06333333333336
2,6,0.4495,0.7715000000000001,144.2,152.0,144,30.91,140.0,0.461125,48.905
2,9,0.351,0.7424999999999999,104.27,144.0,104,20.55,104.42357142857144,0.36214285714285716,19.137857142857143
3,5,0.3053333333333333,0.7456666666666667,92.93,104.0,104,103.57,101.97777777777777,0.3008333333333333,49.91333333333333
3,9,0.2013333333333333,0.701,80.0,104.0,80,21.9,80.2,0.2043333333333333,20.515
2,5,0.419,0.8305,82.67,80.0,104,148.94,82.3075,0.36871875,129.513125
2,6,0.4014999999999999,0.7725,96.4,104.0,96,40.09,96.337,0.36174999999999996,28.4865
3,6,0.2513333333333333,0.7533333333333333,95.73,96.0,96,26.71,96.21368421052631,0.2639473684210526,22.31421052631579
1,4,0.4,0.701,56.07,96.0,96,214.45,53.75523809523809,0.3990000000000001,226.77761904761905
3,9,0.2503333333333333,0.727,96.4,96.0,96,20.34,96.35,0.24694999999999995,18.7195
1,9,0.55,0.806,80.13,96.0,80,26.39,80.28933333333333,0.4944,21.041333333333334
1,7,0.522,0.776,80.33,80.0,80,27.41,80.40733333333333,0.5046,27.444
2,5,0.3555,0.8480000000000001,104.0,80.0,104,38.88,82.3075,0.36871875,129.513125
3,8,0.2956666666666667,0.7680000000000001,120.27,104.0,120,21.59,120.3025,0.29441666666666666,20.4375
1,6,0.599,0.799,103.33,120.0,144,174.89,88.13285714285715,0.5998571428571429,211.18285714285713
1,6,0.599,0.698,86.4,144.0,152,220.8,93.18,0.598,205.06333333333336
2,6,0.5245,0.8514999999999999,143.53,152.0,160,101.01,116.62,0.4855,161.25
2,8,0.373,0.734,104.47,160.0,104,21.09,104.4935,0.372,21.1625
1,5,0.498,0.798,72.4,104.0,80,134.56,76.12333333333333,0.47816666666666663,88.58
3,6,0.2783333333333333,0.791,112.07,80.0,112,23.67,112.1325,0.2978333333333333,27.627499999999998
2,5,0.345,0.8425,95.93,112.0,96,25.69,83.11526315789474,0.3562631578947368,99.03473684210526
1,8,0.591,0.848,95.67,96.0,96,30.93,96.33125,0.5900625,30.680625
2,6,0.3335,0.815,96.07,96.0,96,31.35,96.337,0.36174999999999996,28.4865
3,8,0.259,0.8156666666666667,96.27,96.0,96,21.73,96.32333333333334,0.2502222222222222,19.717407407407407
2,4,0.316,0.8049999999999999,72.0,96.0,80,100.98,45.45166666666666,0.2866666666666667,255.3225
3,4,0.2593333333333333,0.859,70.73,80.0,72,72.27,64.9211111111111,0.24303703703703702,89.22166666666666
1,8,0.629,0.724,104.6,72.0,104,33.18,104.40736842105264,0.6416842105263157,33.007894736842104
3,9,0.2646666666666666,0.8196666666666667,104.07,104.0,104,22.79,104.28545454545453,0.25909090909090904,19.243636363636366
3,8,0.2686666666666666,0.7863333333333333,104.27,104.0,104,24.66,104.37388888888889,0.26770370370370367,19.95777777777778
2,6,0.3625,0.8140000000000001,98.8,104.0,104,50.94,102.52181818181818,0.363,31.925454545454546
3,9,0.2516666666666666,0.7266666666666666,96.2,104.0,96,20.06,96.35,0.24694999999999995,18.7195
1,6,0.514,0.804,81.8,96.0,80,32.29,79.78375,0.51575,43.57125
2,5,0.28,0.7595000000000001,72.53,80.0,72,38.22,70.85833333333333,0.30319444444444443,48.885
1,8,0.183,0.686,24.0,72.0,24,20.9,24.083333333333332,0.19191666666666665,19.07
1,7,0.173,0.745,24.0,24.0,24,21.81,24.03333333333333,0.19066666666666665,19.828333333333333
1,6,0.266,0.829,32.13,24.0,32,26.02,32.12357142857143,0.25192857142857145,23.30785714285714
