replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,reward
1,5,0.482,72.0,48.0,72.0,70.84,-0.6331370297632941
1,7,0.671,96.4,72.0,96.0,37.13,-0.6949014928244546
1,5,0.501,74.87,96.0,120.0,200.63,-0.904767485376041
2,9,0.4995,144.2,120.0,144.0,27.53,-1.0697194957357303
3,5,0.3746666666666666,109.53,144.0,120.0,96.74,-1.4877289324108345
2,7,0.3985,96.13,120.0,96.0,25.29,-0.9734629212453112
2,5,0.3815,71.93,96.0,72.0,35.52,-1.2325058543066647
2,9,0.175,48.2,72.0,48.0,19.82,-1.2729542729516723
2,7,0.126,24.0,48.0,24.0,21.43,-1.1931060854387983
1,6,0.326,48.0,24.0,48.0,25.32,-0.8228232284697581
2,7,0.274,71.53,48.0,72.0,20.39,-1.4659171021620432
3,5,0.2893333333333334,95.8,72.0,96.0,26.85,-1.5238283672331603
2,5,0.459,119.73,96.0,120.0,61.27,-1.1784222861647098
2,4,0.311,37.33,120.0,144.0,489.71,-1.6435179684663555
1,4,0.4,48.6,144.0,120.0,308.5,-1.0252123779840627
2,4,0.369,90.4,120.0,96.0,89.34,-1.1779460997038935
2,5,0.314,65.47,96.0,72.0,62.38,-1.3250479860303628
1,8,0.301,48.0,72.0,48.0,28.03,-0.9823277255326337
3,9,0.0923333333333333,24.2,48.0,24.0,20.17,-1.5514549349478566
2,5,0.2585,48.2,24.0,48.0,27.45,-0.938163501459665
3,9,0.1973333333333333,72.4,48.0,72.0,19.85,-1.4704111793911117
3,7,0.2716666666666666,96.4,72.0,96.0,20.25,-1.2790503426819249
1,8,0.782,121.67,96.0,120.0,44.27,-0.7293806030985805
2,6,0.5449999999999999,143.67,120.0,144.0,28.64,-1.2086444037728656
2,4,0.2945,36.8,144.0,120.0,409.34,-1.620433734986451
3,9,0.2633333333333333,96.93,120.0,96.0,20.35,-1.4241019818914071
3,6,0.2259999999999999,72.07,96.0,72.0,21.71,-1.2523792777104181
3,7,0.1566666666666666,48.67,72.0,48.0,23.06,-1.3778215569784518
1,7,0.217,24.13,48.0,24.0,20.36,-0.9803265400119756
3,9,0.1533333333333333,48.0,24.0,48.0,19.96,-1.5032254046054092
2,9,0.3289999999999999,96.8,72.0,96.0,21.17,-1.167364663079269
1,9,0.72,120.4,96.0,120.0,25.46,-0.8382490102939555
1,6,0.599,99.67,120.0,144.0,180.34,-1.1938800137069139
2,7,0.4265,120.4,144.0,120.0,27.26,-0.955366981289435
1,4,0.401,55.87,120.0,96.0,217.12,-0.9075810288285306
2,6,0.284,72.0,96.0,72.0,30.76,-0.9869103125913963
1,6,0.349,48.33,72.0,48.0,29.74,-0.8050105894703969
1,7,0.192,24.07,48.0,24.0,22.39,-1.0020738104603257
3,4,0.2056666666666666,48.33,24.0,48.0,30.89,-1.1313150813291912
2,4,0.2794999999999999,71.67,48.0,72.0,30.45,-1.2370458171732368
1,5,0.501,73.27,72.0,96.0,163.07,-0.8290006386119035
3,9,0.2896666666666667,121.13,96.0,120.0,26.34,-1.4065522842094427
1,8,0.802,129.27,120.0,144.0,136.2,-0.865636842815745
2,6,0.447,114.47,144.0,120.0,63.49,-1.2849297388619374
1,8,0.556,96.13,120.0,96.0,31.51,-0.8295415937511139
3,5,0.236,72.0,96.0,72.0,26.13,-1.1744579933883719
1,8,0.313,48.67,72.0,48.0,19.34,-0.9739937818806306
2,7,0.129,24.0,48.0,24.0,20.34,-1.1901931178939038
2,4,0.2515,20.67,24.0,48.0,293.6,-1.57147277040147
3,4,0.2083333333333333,72.13,48.0,72.0,33.97,-1.128074836043461
3,7,0.2616666666666666,96.13,72.0,96.0,19.69,-1.2870096609783905
2,9,0.419,120.07,96.0,120.0,22.04,-1.1135224139890445
1,9,0.846,145.2,120.0,144.0,43.96,-0.7903791468095125
2,9,0.4155,120.13,144.0,120.0,21.57,-1.1155172068160963
3,8,0.2516666666666666,96.67,120.0,96.0,19.48,-1.3615900323495467
1,6,0.47,72.27,96.0,72.0,26.81,-0.721761486698677
1,6,0.319,48.07,72.0,48.0,21.88,-0.8283813969267588
2,4,0.251,23.47,48.0,24.0,50.54,-1.2740832515732778
1,6,0.349,48.27,24.0,48.0,26.26,-0.8050105894703969
2,4,0.2815,25.2,48.0,72.0,358.31,-1.5994024806624207
2,4,0.3429999999999999,89.07,72.0,96.0,95.79,-1.2056331377316354
1,7,0.697,121.4,120.0,144.0,147.36,-1.1514723917593082
3,5,0.3283333333333333,110.47,144.0,120.0,103.58,-1.5217504886016746
3,8,0.25,96.6,120.0,96.0,20.27,-1.3628316994157434
2,8,0.2754999999999999,72.33,96.0,72.0,19.96,-1.1302021792490127
2,4,0.2735,36.27,72.0,48.0,140.33,-1.352065435704143
1,6,0.185,24.0,48.0,24.0,20.81,-0.9482948186801794
3,9,0.1593333333333333,48.33,24.0,48.0,19.58,-1.49865571478911
1,9,0.433,72.4,48.0,72.0,26.25,-0.9758761132436058
2,4,0.2695,30.07,72.0,96.0,394.22,-1.6403880672586348
1,9,0.732,120.13,96.0,120.0,31.49,-0.8333958257239327
1,6,0.599,92.0,120.0,144.0,194.33,-1.223651978047132
2,5,0.3465,49.13,144.0,120.0,305.24,-1.5817029992902492
3,8,0.248,96.07,120.0,96.0,19.79,-1.3643251185139804
2,9,0.286,72.27,96.0,72.0,22.7,-1.195053138358534
2,5,0.235,48.13,72.0,48.0,30.69,-0.9615642225416079
3,4,0.1163333333333333,24.0,48.0,24.0,26.21,-1.2533454572864202
2,4,0.195,48.6,24.0,48.0,34.06,-0.9305821435323185
1,4,0.395,70.2,48.0,72.0,53.71,-1.013899583671962
2,4,0.325,95.33,72.0,96.0,59.63,-1.1944146929555972
1,6,0.601,88.07,96.0,120.0,171.26,-0.8711198122405603
2,4,0.34,80.6,120.0,144.0,220.36,-1.3995500994078527
3,6,0.2906666666666667,120.07,144.0,120.0,26.4,-1.1952094032431093
3,8,0.2436666666666667,96.13,120.0,96.0,19.71,-1.3675736965448229
3,5,0.2203333333333333,72.07,96.0,72.0,23.69,-1.1906483737821656
3,9,0.1626666666666666,48.0,72.0,48.0,21.79,-1.4961301311042656
3,7,0.1149999999999999,24.07,48.0,24.0,21.31,-1.417806525372432
1,6,0.283,48.0,24.0,48.0,21.28,-0.8580134036907374
2,8,0.27,72.2,48.0,72.0,20.04,-1.1341889569409986
2,7,0.355,96.47,72.0,96.0,22.7,-1.0030521290137147
1,5,0.499,79.27,96.0,120.0,188.76,-1.1843923741502242
3,9,0.37,144.8,120.0,144.0,21.27,-1.356080077633504
2,9,0.3605,120.47,144.0,120.0,21.18,-1.1479044749780836
2,9,0.296,96.13,120.0,96.0,20.87,-1.188495407646797
2,8,0.267,72.0,96.0,72.0,19.85,-1.13637514326574
2,4,0.2725,31.47,72.0,48.0,174.5,-1.4068095638349447
2,4,0.127,24.13,48.0,24.0,23.48,-1.023389834161763
1,8,0.315,48.0,24.0,48.0,21.35,-0.9726169044719364
1,4,0.4,55.6,48.0,72.0,161.38,-0.802322602176105
1,5,0.501,79.2,72.0,96.0,152.24,-0.7986387624609603
1,6,0.6,89.8,120.0,144.0,199.6,-0.9319879905304997
2,7,0.4355,120.47,144.0,120.0,28.59,-0.949702477382917
1,5,0.498,79.13,120.0,96.0,151.75,-1.1001886597071162
1,6,0.485,72.2,96.0,72.0,34.31,-0.7125624779941657
1,7,0.357,48.6,72.0,48.0,22.19,-0.8719067460256646
3,6,0.121,24.0,48.0,24.0,21.55,-1.3593892703331933
2,8,0.2085,48.2,24.0,48.0,19.74,-1.1806861362117544
2,4,0.2865,24.67,48.0,72.0,361.81,-1.6000517728556205
1,6,0.591,94.6,72.0,96.0,76.15,-1.059592329434445
2,8,0.399,120.67,96.0,120.0,23.36,-1.0475333852559294
1,9,0.812,144.8,120.0,144.0,38.19,-0.8026434956956059
2,9,0.435,120.47,144.0,120.0,20.21,-1.1045015045130413
1,9,0.589,96.47,120.0,96.0,25.27,-0.8956605557814912
2,8,0.2625,72.2,96.0,72.0,22.41,-1.1396698328721477
2,7,0.24,48.53,72.0,48.0,24.05,-1.0907378079489622
2,8,0.11,24.13,48.0,24.0,20.75,-1.2630211429318143
2,9,0.253,48.0,24.0,48.0,20.05,-1.217217969418608
3,8,0.2083333333333333,72.47,48.0,72.0,20.74,-1.3947291755241276
1,7,0.682,93.0,72.0,96.0,65.08,-1.1027235680656702
1,5,0.498,72.0,96.0,120.0,208.55,-1.2200725580757277
3,6,0.361,145.0,120.0,144.0,25.7,-1.1396409536479346
1,9,0.755,120.4,144.0,120.0,45.34,-0.8242728318311161
2,9,0.3755,96.73,120.0,96.0,22.56,-1.1388744006594005
3,8,0.1933333333333333,72.13,96.0,72.0,19.64,-1.4066250770335131
1,5,0.336,48.13,72.0,48.0,33.6,-0.7385969675028408
2,6,0.1295,24.0,48.0,24.0,22.88,-1.1361009327012326
2,4,0.265,22.07,24.0,48.0,267.5,-1.5367216681517888
2,4,0.314,70.47,48.0,72.0,40.51,-1.2102937788563588
2,6,0.3655,96.13,72.0,96.0,29.99,-0.9223903611623279
1,8,0.725,118.4,96.0,120.0,63.6,-1.1574085472603384
3,4,0.2503333333333333,53.0,120.0,144.0,344.5,-1.8322958755045051
3,6,0.3283333333333333,120.93,144.0,120.0,28.92,-1.1646412347822557
3,6,0.241,96.27,120.0,96.0,22.08,-1.2385641749674494
2,4,0.2825,73.4,96.0,72.0,46.32,-0.832178804025518
2,6,0.2145,48.0,72.0,48.0,23.82,-1.0492951277884934
1,6,0.17,24.27,48.0,24.0,22.1,-0.963461420000663
1,7,0.346,48.0,24.0,48.0,20.65,-0.8796627313434338
1,4,0.4,55.0,48.0,72.0,163.51,-0.8065259453263456
3,6,0.2993333333333334,96.13,72.0,96.0,24.59,-1.1880050958547408
3,6,0.269,120.8,96.0,120.0,21.56,-1.213682089915229
1,6,0.599,107.13,120.0,144.0,168.42,-1.1664056797398195
2,8,0.4415,119.87,144.0,120.0,23.23,-1.422344088217462
3,5,0.284,95.87,120.0,96.0,32.52,-1.5284391428849076
1,9,0.492,72.33,96.0,72.0,23.6,-0.9438927674387914
3,4,0.1936666666666666,48.47,72.0,48.0,36.89,-1.1461665002422985
2,6,0.1325,24.0,48.0,24.0,18.95,-1.1328232626608248
2,4,0.282,30.0,24.0,48.0,184.25,-1.4146787275931894
2,5,0.3189999999999999,72.13,48.0,72.0,35.04,-0.8827442125441483
3,8,0.26,96.27,72.0,96.0,21.91,-1.35542035133201
1,5,0.499,75.4,96.0,120.0,198.64,-1.2028008765886498
2,8,0.472,144.67,120.0,144.0,27.19,-1.0043436825231284
3,6,0.3126666666666666,120.27,144.0,120.0,22.5,-1.177122763808633
1,9,0.576,96.33,120.0,96.0,23.91,-0.9018270072140067
2,9,0.297,72.07,96.0,72.0,20.36,-1.1878436331767122
3,8,0.1566666666666666,48.13,72.0,48.0,20.64,-1.43666046698686
1,8,0.246,24.13,48.0,24.0,19.7,-1.0221659101389804
1,7,0.378,48.2,24.0,48.0,21.37,-0.8574340755373955
3,4,0.2826666666666667,71.27,48.0,72.0,75.87,-1.449999498969726
2,4,0.349,94.2,72.0,96.0,66.74,-1.1781104686331847
3,6,0.347,120.33,96.0,120.0,31.49,-1.1501889174224365
2,7,0.5105,145.07,120.0,144.0,25.24,-0.9052262763433203
2,4,0.2885,31.33,144.0,120.0,484.01,-1.6636540721563762
3,6,0.245,96.53,120.0,96.0,29.96,-1.234938106362596
1,4,0.401,54.47,96.0,72.0,165.99,-0.8102682394255347
1,6,0.339,48.33,72.0,48.0,28.4,-0.8126713874495286
3,8,0.104,24.13,48.0,24.0,19.24,-1.4822837145983387
3,6,0.156,48.07,24.0,48.0,21.86,-1.3216194898042455
2,9,0.2835,72.13,48.0,72.0,19.56,-1.1967039876470782
3,4,0.2673333333333333,52.27,72.0,96.0,225.64,-1.6924407815164453
2,6,0.4745,120.47,96.0,120.0,42.87,-0.8487218508486285
3,5,0.3746666666666667,87.4,120.0,144.0,207.92,-1.6438616976509959
3,8,0.2996666666666667,120.13,144.0,120.0,20.2,-1.326917825174398
1,7,0.594,95.8,120.0,96.0,40.22,-1.1320945060323138
3,4,0.257,61.2,96.0,72.0,121.37,-1.5373152327175412
2,4,0.1775,48.33,72.0,48.0,22.49,-0.9529801858791214
3,9,0.0939999999999999,24.13,48.0,24.0,20.68,-1.5500932879982185
3,4,0.2116666666666666,48.27,24.0,48.0,39.98,-1.124054788917689
2,8,0.2724999999999999,72.0,48.0,72.0,18.99,-1.1323733870903054
2,7,0.3319999999999999,96.07,72.0,96.0,21.71,-1.0194561592772584
2,9,0.4425,120.33,96.0,120.0,21.55,-1.1003278433582309
1,7,0.699,114.27,120.0,144.0,158.02,-1.174367198478501
3,7,0.2906666666666666,120.53,144.0,120.0,24.09,-1.264237343043316
2,9,0.344,96.13,120.0,96.0,20.6,-1.1580129401429151
3,5,0.262,72.33,96.0,72.0,34.17,-1.148683546295357
1,6,0.34,47.87,72.0,48.0,33.71,-1.2129842172747747
3,4,0.1263333333333333,23.93,48.0,24.0,30.03,-1.639460683413286
3,9,0.1663333333333333,48.47,24.0,48.0,21.61,-1.4933627716241906
1,8,0.475,71.67,48.0,72.0,28.71,-1.2747448400518313
1,8,0.578,96.0,72.0,96.0,28.41,-0.8185019285923745
3,7,0.312,120.67,96.0,120.0,21.75,-1.2480774013749913
3,9,0.328,144.67,120.0,144.0,20.65,-1.3819057820438947
3,9,0.2903333333333333,120.07,144.0,120.0,22.46,-1.4061146183755624
1,6,0.595,93.87,120.0,96.0,67.08,-1.060666900199429
3,4,0.2213333333333333,37.13,96.0,72.0,243.2,-1.7618036090764302
3,8,0.1643333333333333,48.07,72.0,48.0,21.35,-1.4302660101174034
1,8,0.174,24.0,48.0,24.0,20.32,-1.0786339235334206
3,8,0.1659999999999999,48.13,24.0,48.0,24.98,-1.4288840011441584
3,9,0.1986666666666666,72.4,48.0,72.0,19.68,-1.4694416360733373
1,4,0.401,53.4,72.0,96.0,224.05,-0.9234163206852113
2,8,0.422,120.2,96.0,120.0,23.46,-1.033498101844727
1,5,0.501,77.67,120.0,144.0,231.25,-0.9561660120916249
3,6,0.3243333333333333,121.07,144.0,120.0,22.46,-1.1677970919466278
3,6,0.2486666666666666,96.4,120.0,96.0,20.05,-1.2316353794290054
1,7,0.416,72.4,96.0,72.0,24.53,-0.8323240239330987
1,6,0.314,48.0,72.0,48.0,30.44,-0.8323914064869011
1,8,0.22,24.0,48.0,24.0,22.45,-1.0419734228391928
2,8,0.1825,48.0,24.0,48.0,22.12,-1.201444231293907
2,8,0.2465,72.27,48.0,72.0,21.44,-1.1515355239804885
1,6,0.583,91.87,72.0,96.0,74.68,-1.075387958911467
3,8,0.302,120.53,96.0,120.0,20.44,-1.325284811324578
3,4,0.2623333333333333,46.93,120.0,144.0,372.65,-1.8518045930322895
2,6,0.4599999999999999,122.27,144.0,120.0,37.12,-0.8577674268922932
3,4,0.267,53.6,120.0,96.0,223.17,-1.6841104314650428
2,8,0.268,72.0,96.0,72.0,20.24,-1.1356455033903217
3,5,0.1706666666666666,48.13,72.0,48.0,24.27,-1.245460940610065
1,4,0.211,24.0,48.0,24.0,27.74,-0.7811997548554543
2,5,0.2415,48.33,24.0,48.0,27.68,-0.9549812684492713
2,6,0.244,72.0,48.0,72.0,23.05,-1.0219302469297717
1,4,0.399,53.73,72.0,96.0,225.8,-1.2220276337796336
1,4,0.4,68.8,96.0,120.0,222.1,-0.9128569493421574
2,6,0.4605,144.27,120.0,144.0,42.73,-0.8574518578118486
1,8,0.724,123.33,144.0,120.0,53.4,-0.7524517493870777
1,5,0.499,78.67,120.0,96.0,152.66,-1.1018773865694802
3,6,0.2156666666666666,72.47,96.0,72.0,23.21,-1.2620992672102747
2,5,0.2604999999999999,48.0,72.0,48.0,26.4,-0.9362222706236298
3,4,0.1203333333333333,24.0,48.0,24.0,27.07,-1.2472789494637353
3,9,0.1553333333333333,48.2,24.0,48.0,21.21,-1.5016987884603235
3,4,0.268,72.07,48.0,72.0,51.68,-1.0609468042309431
1,8,0.638,97.0,72.0,96.0,32.05,-0.7898921183858212
3,5,0.3796666666666666,109.8,96.0,120.0,92.74,-1.4829125478824512
2,6,0.498,144.4,120.0,144.0,30.42,-0.8345181793002623
1,8,0.768,121.07,144.0,120.0,55.42,-0.7347973251069633
1,6,0.598,93.8,120.0,96.0,111.83,-1.0594567830637815
3,4,0.2706666666666666,71.8,96.0,72.0,39.6,-1.45928686540927
1,4,0.341,48.6,72.0,48.0,55.18,-0.6476799854489252
3,6,0.1186666666666666,24.33,48.0,24.0,24.17,-1.3619864577266667
3,6,0.1963333333333333,48.07,24.0,48.0,21.56,-1.2807408266917584
2,6,0.2705,72.13,48.0,72.0,20.58,-0.9984694965069523
2,4,0.296,29.67,72.0,96.0,405.42,-1.6170578864465124
1,7,0.698,122.53,96.0,120.0,81.04,-0.6830702485530038
1,4,0.399,44.13,120.0,144.0,410.11,-1.4010668561949453
3,8,0.3,120.33,144.0,120.0,21.22,-1.3266842457707226
1,8,0.605,96.13,120.0,96.0,25.16,-0.8053616781360275
3,8,0.207,72.0,96.0,72.0,20.39,-1.395777580146932
2,5,0.2515,48.07,72.0,48.0,33.05,-0.9450192855720609
1,5,0.198,24.07,48.0,24.0,21.43,-0.8709668374153747
3,8,0.1493333333333333,48.27,24.0,48.0,20.8,-1.442834513210249
2,7,0.321,72.0,48.0,72.0,22.37,-1.0274941499053583
2,4,0.303,31.07,72.0,96.0,382.87,-1.5987512600005238
3,9,0.3166666666666666,120.53,96.0,120.0,21.91,-1.3890835926449734
1,5,0.499,57.07,120.0,144.0,317.09,-1.3542762280132952
2,7,0.408,120.93,144.0,120.0,23.91,-0.9672419242412016
2,9,0.3984999999999999,96.4,120.0,96.0,20.17,-1.1253173176909865
2,4,0.2975,32.13,96.0,72.0,280.07,-1.51327293363478
3,4,0.1796666666666666,48.27,72.0,48.0,27.2,-1.1640657649038464
2,9,0.1475,24.0,48.0,24.0,20.65,-1.2937853497970038
3,4,0.1916666666666666,48.07,24.0,48.0,30.06,-1.1486853427737933
2,5,0.3575,71.27,48.0,72.0,48.08,-1.2548893679186586
1,4,0.399,46.13,72.0,96.0,259.78,-1.2732115548974932
1,6,0.602,77.4,96.0,120.0,193.26,-0.9196547314767192
1,4,0.4,26.4,120.0,144.0,683.91,-1.205177943575874
2,8,0.4095,120.67,144.0,120.0,22.93,-1.0410758953561752
3,4,0.2886666666666667,96.33,120.0,96.0,34.35,-1.0399342954848074
3,8,0.1889999999999999,72.2,96.0,72.0,18.19,-1.4101034015078857
2,4,0.2734999999999999,48.53,72.0,48.0,37.52,-0.8413362159571158
1,4,0.194,24.0,48.0,24.0,24.79,-0.8020915505392587
2,7,0.2015,48.07,24.0,48.0,17.45,-1.123462479546823
2,5,0.28,72.27,48.0,72.0,27.83,-0.9176966955094434
3,6,0.2443333333333333,96.2,72.0,96.0,20.96,-1.2355407736389763
3,6,0.2609999999999999,120.4,96.0,120.0,22.43,-1.2206731702724807
2,5,0.4535,139.93,120.0,144.0,104.25,-1.192589937225587
2,4,0.3615,93.73,144.0,120.0,156.13,-1.2579457245802026
1,8,0.626,96.33,120.0,96.0,25.82,-0.7954437217015662
1,5,0.408,72.0,96.0,72.0,33.31,-0.6827450227449074
2,6,0.1905,48.07,72.0,48.0,24.41,-1.07257230392589
2,5,0.151,24.0,48.0,24.0,19.26,-1.0548032980192292
3,4,0.1989999999999999,48.93,24.0,48.0,38.02,-1.139510834819933
3,5,0.219,72.2,48.0,72.0,22.44,-1.1920498462009537
2,8,0.3429999999999999,96.53,72.0,96.0,22.41,-1.0834419771740071
2,4,0.3825,87.53,96.0,120.0,160.89,-1.2674519497948544
2,9,0.4845,144.6,120.0,144.0,17.62,-1.0775873298744356
2,5,0.404,119.73,144.0,120.0,49.82,-1.216286698305315
2,5,0.319,95.87,120.0,96.0,28.66,-1.2832861793728916
3,5,0.176,72.6,96.0,72.0,20.38,-1.2393107142732505
2,9,0.2115,48.0,72.0,48.0,17.67,-1.2462707493824963
2,8,0.1245,24.0,48.0,24.0,18.4,-1.2502553318966478
3,9,0.1313333333333333,48.13,24.0,48.0,17.09,-1.520244005455397
3,8,0.195,72.73,48.0,72.0,20.44,-1.405292268735694
2,6,0.3195,96.07,72.0,96.0,24.42,-0.9577264849697893
1,5,0.502,65.07,96.0,120.0,232.44,-0.9543458058999945
3,5,0.334,144.27,120.0,144.0,28.61,-1.083922496061581
1,5,0.498,80.4,144.0,120.0,186.91,-1.1797299304047317
1,7,0.635,97.47,120.0,96.0,39.94,-0.7114033699045237
2,6,0.255,72.2,96.0,72.0,18.7,-1.0120658819783641
1,9,0.335,48.33,72.0,48.0,17.96,-1.0338610060320157
1,4,0.187,24.0,48.0,24.0,22.24,-0.8109554858941892
3,5,0.1406666666666667,48.27,24.0,48.0,22.13,-1.2813053790221836
2,9,0.268,72.13,48.0,72.0,20.97,-1.2070422438062796
3,6,0.2516666666666666,96.07,72.0,96.0,24.95,-1.228948120455029
3,4,0.3306666666666666,102.8,96.0,120.0,123.35,-1.4620807267101794
2,6,0.4815,145.13,120.0,144.0,41.93,-0.8444326433950444
3,8,0.2886666666666667,120.8,144.0,120.0,19.09,-1.334680799607943
1,7,0.655,93.4,120.0,96.0,70.23,-1.1131122232033976
3,6,0.2173333333333333,72.27,96.0,72.0,20.14,-1.2605201824218544
3,9,0.1543333333333333,48.07,72.0,48.0,17.12,-1.5024616724728697
3,7,0.1036666666666666,24.13,48.0,24.0,19.33,-1.429100516452914
1,5,0.371,48.13,24.0,48.0,34.74,-0.7104419214032882
2,4,0.3105,69.93,48.0,72.0,75.82,-1.2166386495672308
1,9,0.696,96.27,72.0,96.0,30.28,-0.8481516811527019
2,7,0.4305,120.53,96.0,120.0,20.0,-0.9528404306114198
2,8,0.4479999999999999,145.8,120.0,144.0,19.73,-1.0181105125426733
1,6,0.599,78.33,144.0,120.0,191.64,-1.2157510761697632
3,7,0.221,96.0,120.0,96.0,20.7,-1.3205748542103821
2,9,0.242,72.4,96.0,72.0,17.97,-1.2247886972406083
2,5,0.2025,48.07,72.0,48.0,22.5,-0.9957938134440896
2,8,0.1305,24.07,48.0,24.0,18.23,-1.2450402355668204
1,9,0.262,48.0,24.0,48.0,14.63,-1.0813479398792951
1,6,0.506,71.4,48.0,72.0,30.18,-1.1034113003046857
2,4,0.3585,92.0,72.0,96.0,92.24,-1.179560082064493
2,8,0.3775,120.2,96.0,120.0,17.73,-1.0610232855128858
2,5,0.481,137.13,120.0,144.0,114.24,-1.1830496367063943
2,8,0.4619999999999999,120.33,144.0,120.0,33.23,-1.010029712870311
1,9,0.702,96.0,120.0,96.0,34.31,-0.8456512020221187
3,7,0.212,72.33,96.0,72.0,22.53,-1.328270447695661
1,4,0.396,42.87,72.0,48.0,115.73,-1.0481331086820314
1,4,0.207,24.13,48.0,24.0,28.97,-0.7860358927926123
2,6,0.188,48.0,24.0,48.0,18.74,-1.0750509875140652
3,7,0.2063333333333333,72.0,48.0,72.0,22.81,-1.3331668288960052
2,6,0.3835,96.53,72.0,96.0,27.59,-0.9092840299725244
1,6,0.599,115.6,96.0,120.0,121.75,-1.064621897298453
1,6,0.599,114.8,120.0,144.0,157.34,-1.1396030996005917
3,8,0.2636666666666666,120.0,144.0,120.0,19.03,-1.3527259852955833
1,4,0.397,37.07,120.0,96.0,321.41,-1.3412737015226384
1,5,0.499,70.53,96.0,72.0,107.27,-1.0309916172957263
1,8,0.342,48.13,72.0,48.0,18.35,-0.9543620677006257
2,9,0.1195,24.53,48.0,24.0,22.03,-1.3156593607373652
3,5,0.1413333333333333,48.0,24.0,48.0,21.85,-1.280485247581293
3,6,0.2106666666666666,71.8,48.0,72.0,27.13,-1.667975670035906
1,9,0.723,96.47,72.0,96.0,26.88,-0.8370296409470857
2,5,0.4569999999999999,112.33,96.0,120.0,110.16,-1.2052279951533662
2,9,0.51,144.33,120.0,144.0,22.11,-1.0642895165189825
2,5,0.4395,98.07,144.0,120.0,145.22,-1.2706777004666996
2,4,0.3655,86.27,120.0,96.0,106.26,-1.199435231531921
3,8,0.2446666666666666,72.93,96.0,72.0,19.54,-1.3668224621166527
2,5,0.212,48.2,72.0,48.0,23.22,-0.9855570938467864
3,5,0.0793333333333333,24.13,48.0,24.0,19.06,-1.3616338993053505
1,8,0.368,48.73,24.0,48.0,29.76,-0.9373561515047044
1,5,0.499,63.47,48.0,72.0,136.65,-1.0730510169965461
2,9,0.373,96.93,72.0,96.0,20.34,-1.1403689809589994
1,8,0.797,117.4,96.0,120.0,103.67,-1.1324425784481251
2,8,0.4535,144.13,120.0,144.0,24.01,-1.0149190371716614
2,9,0.4185,120.27,144.0,120.0,21.02,-1.1138069096621936
1,9,0.664,96.13,120.0,96.0,27.41,-0.8617727903043833
2,6,0.2794999999999999,72.13,96.0,72.0,23.09,-0.9907345123296496
1,9,0.389,48.07,72.0,48.0,21.78,-1.001130762432811
1,4,0.259,24.0,48.0,24.0,34.65,-0.7267858967245888
1,6,0.381,48.2,24.0,48.0,33.67,-0.7813366722088921
2,8,0.254,72.0,48.0,72.0,19.21,-1.1459439270110099
2,6,0.3805,97.27,72.0,96.0,30.33,-0.911441204946188
1,7,0.7,96.4,96.0,120.0,155.49,-0.8691473198190784
2,7,0.5900000000000001,144.8,120.0,144.0,32.69,-0.8630049646003075
2,9,0.431,120.87,144.0,120.0,23.88,-1.1067417193808284
1,7,0.661,96.0,120.0,96.0,68.62,-0.6994005468789422
3,4,0.2503333333333333,72.0,96.0,72.0,45.82,-1.0797901937431291
3,6,0.152,48.07,72.0,48.0,25.06,-1.3258253648393812
3,6,0.0903333333333333,24.0,48.0,24.0,17.88,-1.3943430581886738
2,4,0.2085,48.27,24.0,48.0,23.23,-0.9139609255067389
2,7,0.294,72.6,48.0,72.0,20.59,-1.0477676634040984
3,4,0.3013333333333333,91.0,72.0,96.0,70.52,-1.448967373479339
2,6,0.4615,114.4,96.0,120.0,104.79,-1.2759307250487846
1,6,0.596,87.87,120.0,144.0,204.22,-1.2418585968004723
3,7,0.3083333333333333,120.93,144.0,120.0,30.7,-1.2508199592854523
3,9,0.254,96.53,120.0,96.0,25.66,-1.4304464102661938
1,8,0.523,72.07,96.0,72.0,25.79,-0.8466808960424901
1,7,0.46,48.2,72.0,48.0,27.28,-0.8049021199836228
2,8,0.1305,24.0,48.0,24.0,21.09,-1.2450402355668204
3,6,0.168,48.0,24.0,48.0,20.7,-1.3091687986491025
2,8,0.387,96.2,72.0,96.0,20.13,-1.0550179043892216
1,7,0.698,109.53,96.0,120.0,119.65,-1.1195380237456318
1,5,0.498,82.2,120.0,144.0,218.45,-1.2377336875096787
2,8,0.435,120.67,144.0,120.0,22.26,-1.0257417964877156
1,8,0.556,96.47,120.0,96.0,25.62,-0.8295415937511139
2,7,0.29,72.0,96.0,72.0,21.8,-1.0508382082010133
2,4,0.1975,48.53,72.0,48.0,38.3,-0.9274616683663006
1,9,0.177,24.0,48.0,24.0,22.38,-1.1417197156818268
3,4,0.1423333333333333,48.0,24.0,48.0,32.93,-1.2149761762012448
3,5,0.2376666666666666,73.27,48.0,72.0,29.82,-1.1727652783078995
1,8,0.612,96.27,72.0,96.0,24.05,-0.8020267234691143
3,8,0.2836666666666667,120.53,96.0,120.0,20.93,-1.338244865343265
2,6,0.51,144.2,120.0,144.0,35.04,-0.8274769967226376
1,9,0.735,118.87,144.0,120.0,49.91,-1.2359771985091095
1,4,0.4,57.07,120.0,96.0,210.58,-0.90003353607229
2,7,0.271,72.6,96.0,72.0,22.46,-1.0656653221783723
1,8,0.292,48.33,72.0,48.0,21.19,-0.9886607352868682
1,5,0.209,23.93,48.0,24.0,26.04,-1.260193003871023
