replica,cpu,cpu_usage,num_request,previous_tps,expected_tps,response_time,processed_rate,load_change_rate,reward
1.0,9.0,0.338,48.2,48.0,48.0,19.0,1.0,1.0,-0.6093557576764732
2.0,8.0,0.357,96.2,48.0,96.0,22.0,1.0,0.5,-0.6241021572681644
1.0,8.0,0.431,64.27,96.0,64.0,24.0,1.0,1.5,-0.5284881095344907
1.0,6.0,0.599,57.2,64.0,64.0,125.0,0.894,1.0,-1.831590953652813
3.0,9.0,0.205,64.53,64.0,64.0,19.0,1.0,1.0,-0.8406564884803467
2.0,4.0,0.301,72.13,64.0,72.0,51.0,1.0,0.889,-1.0818211007269916
3.0,7.0,0.232,80.0,72.0,80.0,26.0,1.0,0.9,-0.7532236321065309
2.0,9.0,0.375,104.13,80.0,104.0,22.0,1.0,0.769,-0.6591865836241163
1.0,7.0,0.59,95.8,104.0,96.0,37.0,0.998,1.083,-0.8760768205619005
2.0,5.0,0.342,44.73,96.0,112.0,309.0,0.399,0.857,-2.824162241705949
1.0,9.0,0.856,139.0,112.0,136.0,38.0,1.0,0.824,-0.4459348246374618
1.0,4.0,0.399,56.67,136.0,80.0,177.0,0.708,1.7,-2.0907340634211673
1.0,6.0,0.506,72.0,80.0,72.0,29.0,1.0,1.111,-0.40851237095315984
2.0,5.0,0.399,66.87,72.0,88.0,150.0,0.76,0.818,-2.09032700982908
3.0,9.0,0.265,96.4,88.0,96.0,18.0,1.0,0.917,-0.8127365455831794
1.0,9.0,0.597,104.33,96.0,104.0,24.0,1.0,0.923,-0.5159685371284483
3.0,7.0,0.369,144.73,104.0,144.0,25.0,1.0,0.722,-0.6838485512675456
3.0,5.0,0.342,85.27,144.0,136.0,193.0,0.627,1.059,-2.4488514791687184
2.0,8.0,0.64,168.6,136.0,176.0,87.0,0.958,0.773,-1.7874963064165028
3.0,8.0,0.292,112.4,176.0,112.0,23.0,1.0,1.571,-0.7605096575622755
1.0,7.0,0.698,128.4,112.0,128.0,114.0,1.0,0.875,-1.3048568845691682
2.0,7.0,0.446,104.67,128.0,104.0,31.0,1.0,1.231,-0.5434641665613271
3.0,5.0,0.364,108.67,104.0,112.0,72.0,0.97,0.929,-1.7847168457939344
3.0,7.0,0.25,88.33,112.0,88.0,24.0,1.0,1.273,-0.7433155517091597
1.0,9.0,0.55,89.07,88.0,88.0,19.0,1.0,1.0,-0.5309822145210766
3.0,5.0,0.347,111.8,88.0,112.0,50.0,0.998,0.786,-1.0552992001950556
1.0,8.0,0.596,104.4,112.0,104.0,41.0,1.0,1.077,-0.46936937059920136
1.0,4.0,0.397,48.6,104.0,104.0,266.0,0.467,1.0,-2.512989540774561
2.0,4.0,0.274,35.73,104.0,120.0,430.0,0.298,0.867,-3.1706799886561794
3.0,7.0,0.335,128.2,120.0,128.0,22.0,1.0,0.938,-0.6998205755681624
3.0,7.0,0.24,88.0,128.0,88.0,20.0,1.0,1.455,-0.7487885720453539
3.0,4.0,0.254,47.73,88.0,88.0,231.0,0.542,1.0,-2.6209636679873705
3.0,5.0,0.383,102.73,88.0,160.0,190.0,0.642,0.55,-2.4082054706074936
1.0,8.0,0.8,135.87,160.0,144.0,128.0,0.944,1.111,-1.6550418124642592
2.0,9.0,0.562,152.53,144.0,152.0,26.0,1.0,0.947,-0.5919462120448005
3.0,7.0,0.434,160.47,152.0,160.0,23.0,1.0,0.95,-0.655391040752275
2.0,9.0,0.756,202.93,160.0,208.0,84.0,0.976,0.769,-1.7804600151092906
3.0,8.0,0.339,128.27,208.0,128.0,22.0,1.0,1.625,-0.7389758950774437
3.0,7.0,0.262,96.4,128.0,96.0,20.0,1.0,1.333,-0.7368503019728778
3.0,8.0,0.323,129.27,96.0,128.0,20.0,1.0,0.75,-0.7461649594029571
2.0,4.0,0.377,105.73,128.0,112.0,114.0,0.944,1.143,-1.8157982712919682
2.0,9.0,0.426,112.27,112.0,112.0,22.0,1.0,1.0,-0.6394419442844608
1.0,4.0,0.4,41.73,112.0,144.0,437.0,0.29,0.778,-2.8533899294556844
3.0,9.0,0.336,136.2,144.0,136.0,20.0,1.0,1.059,-0.7820147336534189
1.0,5.0,0.498,72.8,136.0,136.0,234.0,0.535,1.0,-2.3863793838683387
2.0,9.0,0.526,144.4,136.0,144.0,20.0,1.0,0.944,-0.6038286767955017
2.0,7.0,0.481,144.8,144.0,144.0,26.0,1.0,1.0,-0.529443304042043
2.0,4.0,0.281,37.47,144.0,128.0,442.0,0.293,1.125,-3.19506951822467
2.0,5.0,0.382,62.67,128.0,152.0,300.0,0.412,0.842,-2.7704759644729804
1.0,5.0,0.5,71.87,152.0,248.0,431.0,0.29,0.613,-2.8521382157061446
3.0,8.0,0.551,217.33,248.0,216.0,29.0,1.0,1.148,-0.6561313214994631
2.0,7.0,0.524,99.67,232.0,216.0,272.0,0.461,1.074,-2.694793818578081
1.0,7.0,0.697,109.93,216.0,152.0,172.0,0.723,1.421,-2.1071332005507726
1.0,7.0,0.696,122.6,152.0,152.0,155.0,0.807,1.0,-2.0030819826571524
3.0,9.0,0.297,120.2,152.0,120.0,19.0,1.0,1.267,-0.7985897383960447
2.0,6.0,0.494,108.27,120.0,152.0,171.0,0.712,0.789,-2.196529903137747
3.0,8.0,0.367,144.8,152.0,144.0,22.0,1.0,1.056,-0.7267358716608723
2.0,9.0,0.523,144.6,144.0,144.0,21.0,1.0,1.0,-0.604840503764582
2.0,8.0,0.537,136.33,144.0,136.0,27.0,1.0,1.059,-0.5539952744035169
2.0,8.0,0.514,144.53,136.0,144.0,21.0,1.0,0.944,-0.5620992867842488
1.0,9.0,0.721,121.07,144.0,120.0,22.0,1.0,1.2,-0.4799233709544707
2.0,4.0,0.304,36.93,120.0,120.0,419.0,0.308,1.0,-3.1190093199906754
2.0,7.0,0.585,146.33,120.0,152.0,69.0,0.963,0.789,-1.6692324324095797
3.0,4.0,0.301,69.53,152.0,184.0,331.0,0.378,0.826,-2.97231274335057
1.0,6.0,0.594,91.53,184.0,216.0,296.0,0.424,0.852,-2.648772778714522
2.0,8.0,0.59,118.27,216.0,232.0,245.0,0.51,0.931,-2.6095950788533435
1.0,8.0,0.798,143.73,232.0,240.0,210.0,0.599,0.967,-2.3232587344705045
3.0,5.0,0.371,83.8,240.0,152.0,224.0,0.551,1.579,-2.5766296680954404
2.0,5.0,0.418,119.8,152.0,120.0,91.0,0.998,1.267,-1.7282116873918432
3.0,9.0,0.421,169.07,120.0,168.0,22.0,1.0,0.714,-0.7482846566193488
2.0,5.0,0.352,50.53,168.0,144.0,355.0,0.351,1.167,-2.967504195411087
3.0,6.0,0.392,136.53,144.0,136.0,26.0,1.0,1.059,-0.6292884574054685
3.0,5.0,0.345,81.0,136.0,136.0,208.0,0.596,1.0,-2.513361112432178
2.0,5.0,0.469,139.33,136.0,144.0,96.0,0.968,0.944,-1.7415581566708942
3.0,6.0,0.312,112.13,144.0,112.0,27.0,1.0,1.286,-0.6696342981665468
2.0,8.0,0.443,112.2,112.0,112.0,23.0,1.0,1.0,-0.588637579138347
1.0,5.0,0.498,37.4,112.0,152.0,507.0,0.246,0.737,-3.2440721890567525
2.0,8.0,0.586,154.2,152.0,152.0,29.0,1.0,1.0,-0.5374878994618538
2.0,9.0,0.522,152.33,152.0,152.0,23.0,1.0,1.0,-0.6051785296166919
1.0,5.0,0.5,60.8,152.0,152.0,315.0,0.4,1.0,-2.4989776426003467
2.0,4.0,0.312,36.27,152.0,144.0,492.0,0.252,1.056,-3.3120340390219742
1.0,5.0,0.5,66.6,144.0,120.0,225.0,0.555,1.2,-2.146196045238281
2.0,9.0,0.454,112.2,120.0,112.0,21.0,1.0,1.071,-0.6290681945285308
1.0,6.0,0.301,39.73,112.0,40.0,41.0,0.993,2.8,-0.9568341476564857
1.0,5.0,0.248,31.73,40.0,32.0,30.0,0.992,1.25,-0.945949175658353
2.0,7.0,0.252,48.13,32.0,48.0,24.0,1.0,0.667,-0.6352742429505286
3.0,5.0,0.03,6.13,48.0,48.0,6.0,0.128,1.0,-1.9214691718081123
2.0,4.0,0.249,32.2,40.0,32.0,36.0,1.0,1.25,-0.5065988158288782
3.0,8.0,0.163,48.13,32.0,48.0,20.0,1.0,0.667,-0.826547385031164
3.0,4.0,0.205,48.53,48.0,48.0,36.0,1.0,1.0,-0.6474762880750066
1.0,7.0,0.384,56.0,48.0,56.0,23.0,1.0,0.857,-0.5052167865295906
1.0,5.0,0.408,47.87,56.0,48.0,48.0,0.997,1.167,-0.8526935540020636
1.0,9.0,0.255,40.0,48.0,40.0,24.0,1.0,1.2,-0.6454333915806428
1.0,8.0,0.256,32.0,40.0,32.0,21.0,1.0,1.25,-0.6060525928707129
1.0,4.0,0.397,59.53,32.0,64.0,101.0,0.93,0.5,-1.6935949625639937
1.0,6.0,0.429,65.0,64.0,64.0,26.0,1.0,1.0,-0.4405436405063583
3.0,9.0,0.181,64.0,64.0,64.0,19.0,1.0,1.0,-0.8523561699729796
2.0,8.0,0.241,64.0,64.0,64.0,20.0,1.0,1.0,-0.6783965913296618
3.0,9.0,0.195,72.4,64.0,72.0,20.0,1.0,0.889,-0.8454934687656568
3.0,9.0,0.176,64.0,72.0,64.0,20.0,1.0,1.125,-0.8548331212207123
2.0,8.0,0.208,48.0,64.0,48.0,22.0,1.0,1.333,-0.6953362763935091
1.0,5.0,0.285,31.93,48.0,32.0,26.0,0.998,1.5,-0.9195073205560979
1.0,9.0,0.496,80.07,32.0,80.0,23.0,1.0,0.4,-0.5492282082490858
1.0,9.0,0.4,64.07,80.0,64.0,21.0,1.0,1.25,-0.5844958911496438
1.0,5.0,0.454,64.27,64.0,64.0,29.0,1.0,1.0,-0.3803431023241719
2.0,7.0,0.216,56.13,64.0,56.0,20.0,1.0,1.143,-0.6552912138221958
1.0,9.0,0.4,56.27,56.0,56.0,20.0,1.0,1.0,-0.5844958911496438
1.0,7.0,0.38,47.87,56.0,48.0,30.0,0.997,1.167,-0.9582370952498891
1.0,5.0,0.254,40.0,48.0,40.0,34.0,1.0,1.2,-0.4881869617490565
1.0,9.0,0.389,64.53,40.0,64.0,22.0,1.0,0.625,-0.5887824778142232
3.0,4.0,0.225,55.73,64.0,56.0,59.0,0.995,1.143,-1.740714446281429
1.0,8.0,0.372,56.0,56.0,56.0,21.0,1.0,1.0,-0.5527666948754657
3.0,7.0,0.174,56.13,56.0,56.0,20.0,1.0,1.0,-0.7869394155821956
2.0,6.0,0.258,56.0,56.0,56.0,23.0,1.0,1.0,-0.5931167722388234
3.0,6.0,0.143,48.6,56.0,48.0,24.0,1.0,1.167,-0.7747880148632327
2.0,8.0,0.224,48.0,48.0,48.0,19.0,1.0,1.0,-0.6870358156234139
3.0,9.0,0.252,96.53,48.0,96.0,19.0,1.0,0.5,-0.8186289163976344
1.0,9.0,0.406,64.0,96.0,64.0,20.0,1.0,1.5,-0.582179741561751
1.0,7.0,0.414,64.4,64.0,64.0,25.0,1.0,1.0,-0.49203928504237193
2.0,5.0,0.277,64.2,64.0,64.0,35.0,1.0,1.0,-0.5383525582847701
2.0,7.0,0.283,72.07,64.0,72.0,19.0,1.0,0.889,-0.6188433530258851
2.0,5.0,0.33,81.8,72.0,80.0,45.0,1.0,0.9,-0.5069317830907402
1.0,6.0,0.598,106.0,80.0,104.0,82.0,1.0,0.769,-1.1497391313068774
3.0,6.0,0.238,96.13,104.0,96.0,22.0,1.0,1.083,-0.7120599505008469
3.0,7.0,0.275,112.13,96.0,112.0,22.0,1.0,0.857,-0.729970228499889
3.0,6.0,0.366,135.8,112.0,136.0,26.0,0.999,0.824,-1.0924780136075352
1.0,7.0,0.516,80.27,136.0,80.0,27.0,1.0,1.7,-0.45123411998680796
1.0,9.0,0.456,72.2,80.0,72.0,27.0,1.0,1.111,-0.5634673619289061
2.0,5.0,0.393,88.53,72.0,88.0,65.0,1.0,0.818,-1.1632076859432816
2.0,7.0,0.35,95.87,88.0,96.0,21.0,0.999,0.917,-1.0363320339119002
1.0,5.0,0.498,71.8,96.0,104.0,182.0,0.69,0.923,-2.128999472125632
2.0,7.0,0.5,146.27,104.0,144.0,38.0,1.0,0.722,-0.5221205065790082
2.0,9.0,0.442,136.53,144.0,136.0,21.0,1.0,1.059,-0.6334745982875362
2.0,6.0,0.538,157.13,136.0,176.0,124.0,0.893,0.773,-1.914552761209416
2.0,8.0,0.364,112.4,176.0,112.0,20.0,1.0,1.571,-0.6210708499699233
3.0,8.0,0.317,128.27,112.0,128.0,21.0,1.0,0.875,-0.7488981440094339
3.0,5.0,0.303,104.33,128.0,104.0,52.0,1.0,1.231,-1.246222551817022
1.0,5.0,0.5,79.2,104.0,112.0,178.0,0.707,0.929,-1.9052559286039183
2.0,5.0,0.386,87.8,112.0,88.0,72.0,0.998,1.273,-1.6539041840792221
2.0,9.0,0.322,88.33,88.0,88.0,20.0,1.0,1.0,-0.6809262119726395
1.0,9.0,0.677,112.33,88.0,112.0,26.0,1.0,0.786,-0.49214913041472075
3.0,9.0,0.246,104.33,112.0,104.0,19.0,1.0,1.077,-0.8213773118173238
3.0,5.0,0.31,104.47,104.0,104.0,48.0,1.0,1.0,-0.6253552386407579
2.0,5.0,0.395,120.2,104.0,120.0,46.0,1.0,0.867,-0.47267787696937
2.0,7.0,0.504,128.2,120.0,128.0,40.0,1.0,0.938,-0.5206040295570257
1.0,8.0,0.538,88.07,128.0,88.0,23.0,1.0,1.455,-0.48877605668421786
2.0,7.0,0.315,88.67,88.0,88.0,23.0,1.0,1.0,-0.6026286706630174
3.0,6.0,0.415,157.8,88.0,160.0,51.0,0.986,0.55,-1.685665679920737
1.0,9.0,0.856,143.0,160.0,144.0,53.0,0.993,1.111,-1.5217166125231818
3.0,5.0,0.411,155.0,144.0,152.0,61.0,1.0,0.947,-1.2398507752371561
2.0,8.0,0.546,161.2,152.0,160.0,29.0,1.0,0.95,-0.5508870224677064
2.0,7.0,0.652,207.8,160.0,208.0,63.0,0.999,0.769,-1.5994562855501446
1.0,6.0,0.598,95.73,208.0,128.0,167.0,0.748,1.625,-2.059543036121154
2.0,9.0,0.366,96.07,128.0,96.0,22.0,1.0,1.333,-0.6627885671767112
3.0,9.0,0.299,128.4,96.0,128.0,21.0,1.0,0.75,-0.7977221528167702
3.0,9.0,0.275,112.8,128.0,112.0,20.0,1.0,1.143,-0.8082615165469647
2.0,9.0,0.368,111.6,112.0,112.0,21.0,0.996,1.0,-1.11359483331179
3.0,5.0,0.336,133.87,144.0,136.0,69.0,0.984,1.059,-1.7780802924798678
2.0,9.0,0.487,136.13,136.0,136.0,23.0,1.0,1.0,-0.61724919454303
3.0,9.0,0.351,144.47,136.0,144.0,22.0,1.0,0.944,-0.7758285540251844
2.0,8.0,0.448,144.27,144.0,144.0,24.0,1.0,1.0,-0.5866906171969035
1.0,5.0,0.501,76.8,144.0,128.0,209.0,0.6,1.125,-2.068841055170784
1.0,6.0,0.6,103.8,128.0,152.0,182.0,0.683,0.842,-1.9463298686845207
2.0,7.0,0.625,165.67,152.0,248.0,184.0,0.668,0.613,-2.265915409453373
1.0,9.0,0.898,165.0,248.0,216.0,162.0,0.764,1.148,-2.09478197954936
1.0,9.0,0.894,169.27,216.0,232.0,170.0,0.73,0.931,-2.142100571775827
2.0,6.0,0.542,148.27,232.0,216.0,179.0,0.686,1.074,-2.2197680289073394
2.0,6.0,0.527,148.67,216.0,152.0,49.0,0.978,1.421,-0.9253062619851716
1.0,4.0,0.399,48.53,152.0,152.0,394.0,0.319,1.0,-2.937051826474763
1.0,5.0,0.5,67.0,152.0,120.0,222.0,0.558,1.267,-2.135278037339615
1.0,5.0,0.498,81.73,120.0,152.0,237.0,0.538,0.789,-2.3930203367250438
2.0,6.0,0.528,127.0,152.0,144.0,124.0,0.882,1.056,-1.923739541616564
1.0,4.0,0.399,49.13,144.0,144.0,365.0,0.341,1.0,-2.8541209848159483
1.0,8.0,0.768,135.73,144.0,136.0,64.0,0.998,1.059,-1.5545495086435903
3.0,5.0,0.335,99.0,136.0,144.0,174.0,0.688,0.944,-2.3543479145754644
3.0,6.0,0.325,120.73,144.0,120.0,24.0,1.0,1.2,-0.6627066298413969
3.0,4.0,0.284,63.47,120.0,120.0,234.0,0.529,1.0,-2.618203098304091
3.0,6.0,0.371,152.2,120.0,152.0,32.0,1.0,0.789,-0.63936417022721
1.0,9.0,0.9,167.07,184.0,216.0,161.0,0.773,0.852,-1.885537310342006
1.0,4.0,0.4,35.73,216.0,232.0,812.0,0.154,0.931,-3.635773651949713
2.0,4.0,0.267,42.53,232.0,240.0,687.0,0.177,0.967,-3.7600654762487946
3.0,6.0,0.378,152.07,240.0,152.0,30.0,1.0,1.579,-0.6359663406606331
2.0,7.0,0.387,120.67,152.0,120.0,32.0,1.0,1.267,-0.5687456048322888
3.0,9.0,0.385,168.27,120.0,168.0,22.0,1.0,0.714,-0.7621824548883926
3.0,6.0,0.345,144.53,168.0,144.0,25.0,1.0,1.167,-0.6523375016606439
2.0,4.0,0.28,33.87,144.0,136.0,497.0,0.249,1.059,-3.345101440986624
3.0,7.0,0.348,136.6,136.0,136.0,21.0,1.0,1.0,-0.6936218506234914
2.0,7.0,0.464,144.53,136.0,144.0,22.0,1.0,0.944,-0.5361659038121394
1.0,7.0,0.654,112.2,144.0,112.0,39.0,1.0,1.286,-0.4046902506454165
3.0,8.0,0.281,112.33,112.0,112.0,23.0,1.0,1.0,-0.7657348090446374
3.0,7.0,0.364,153.33,112.0,152.0,22.0,1.0,0.737,-0.6861490033040087
1.0,8.0,0.796,130.13,152.0,152.0,145.0,0.856,1.0,-1.9617977944945206
1.0,7.0,0.7,119.47,152.0,152.0,159.0,0.786,1.0,-1.8269480842517627
3.0,8.0,0.355,152.8,152.0,152.0,24.0,1.0,1.0,-0.7319291837632584
3.0,6.0,0.393,145.4,152.0,144.0,30.0,1.0,1.056,-0.6288174016614999
2.0,6.0,0.403,120.27,144.0,120.0,23.0,1.0,1.2,-0.5171937177674807
2.0,8.0,0.39,112.73,120.0,112.0,20.0,1.0,1.071,-0.6100410997561648
2.0,7.0,0.198,40.07,112.0,40.0,20.0,1.0,2.8,-0.6656924228759107
2.0,9.0,0.164,32.13,40.0,32.0,23.0,1.0,1.25,-0.7538781953649478
3.0,8.0,0.172,48.33,32.0,48.0,21.0,1.0,0.667,-0.8215866174171711
1.0,6.0,0.326,48.4,48.0,48.0,23.0,1.0,1.0,-0.49035174068581755
3.0,8.0,0.187,56.2,48.0,56.0,22.0,1.0,0.857,-0.8134416887155591
2.0,5.0,0.242,47.8,56.0,48.0,25.0,0.996,1.167,-1.0128839227648712
2.0,8.0,0.19,40.0,48.0,40.0,21.0,1.0,1.2,-0.7048748932412682
1.0,9.0,0.235,32.0,40.0,32.0,22.0,1.0,1.25,-0.6546356895358212
3.0,6.0,0.199,64.0,32.0,64.0,26.0,1.0,0.5,-0.7366160119571898
2.0,6.0,0.276,64.53,64.0,64.0,22.0,1.0,1.0,-0.5826647343890481
2.0,8.0,0.274,64.2,64.0,64.0,20.0,1.0,1.0,-0.6621414524459757
1.0,9.0,0.398,64.0,64.0,64.0,23.0,1.0,1.0,-0.5852713787049673
2.0,4.0,0.294,72.67,64.0,72.0,41.0,1.0,0.889,-0.4755583222256866
2.0,8.0,0.261,64.4,72.0,64.0,20.0,1.0,1.125,-0.668465067196939
3.0,9.0,0.155,48.27,64.0,48.0,23.0,1.0,1.333,-0.8653879012128989
3.0,7.0,0.125,32.07,48.0,32.0,24.0,1.0,1.5,-0.8176832681992499
3.0,9.0,0.224,80.33,32.0,80.0,21.0,1.0,0.4,-0.8316129834943808
1.0,7.0,0.428,64.07,80.0,64.0,28.0,1.0,1.25,-0.48608040556468357
3.0,4.0,0.261,61.8,64.0,64.0,72.0,0.966,1.0,-1.7963915775523178
2.0,9.0,0.23,56.47,64.0,56.0,21.0,1.0,1.143,-0.721840521442366
2.0,7.0,0.232,56.6,56.0,56.0,22.0,1.0,1.0,-0.6462675763306391
1.0,8.0,0.32,48.0,56.0,48.0,22.0,1.0,1.167,-0.5757008065027253
3.0,6.0,0.138,40.2,48.0,40.0,22.0,1.0,1.2,-0.778372668484951
2.0,7.0,0.263,64.2,40.0,64.0,22.0,1.0,0.625,-0.62936046159233
1.0,5.0,0.373,56.33,64.0,56.0,35.0,1.0,1.143,-0.4189044987615693
2.0,6.0,0.233,56.13,56.0,56.0,22.0,1.0,1.0,-0.6081636303564107
1.0,9.0,0.353,55.13,56.0,56.0,28.0,0.984,1.0,-1.0602290998293868
1.0,8.0,0.381,56.2,56.0,56.0,21.0,1.0,1.0,-0.5489464654125205
3.0,6.0,0.153,48.2,56.0,48.0,21.0,1.0,1.167,-0.7677077047241135
2.0,7.0,0.218,48.53,48.0,48.0,26.0,1.0,1.0,-0.6541519474156943
1.0,7.0,0.625,96.73,48.0,96.0,37.0,1.0,0.5,-0.4137245913083497
3.0,8.0,0.184,64.4,96.0,64.0,20.0,1.0,1.5,-0.8150584800275109
1.0,9.0,0.418,64.13,64.0,64.0,21.0,1.0,1.0,-0.5775935090539364
2.0,8.0,0.244,64.53,64.0,64.0,22.0,1.0,1.0,-0.6768909882828713
2.0,6.0,0.288,72.07,64.0,72.0,22.0,1.0,0.889,-0.5758688918918536
1.0,9.0,0.497,80.33,72.0,80.0,23.0,1.0,0.9,-0.548880274784777
1.0,6.0,0.601,88.4,80.0,104.0,145.0,0.85,0.769,-1.7272983598997653
1.0,6.0,0.576,95.07,104.0,96.0,67.0,0.99,1.083,-1.5372030166924633
2.0,5.0,0.431,102.73,96.0,112.0,110.0,0.917,0.857,-1.8413827338370947
3.0,4.0,0.241,57.67,112.0,136.0,293.0,0.424,0.824,-2.8839085523944106
2.0,5.0,0.375,82.0,136.0,80.0,60.0,1.0,1.7,-1.145236806454782
2.0,8.0,0.246,72.33,80.0,72.0,22.0,1.0,1.111,-0.6758903850211254
1.0,5.0,0.498,75.93,72.0,88.0,142.0,0.863,0.818,-1.8971985517811194
3.0,9.0,0.26,96.4,88.0,96.0,21.0,1.0,0.917,-0.8149927752587456
3.0,7.0,0.251,104.2,96.0,104.0,24.0,1.0,0.923,-0.742772537627505
2.0,5.0,0.362,56.07,104.0,144.0,324.0,0.389,0.722,-2.857710133403183
1.0,7.0,0.699,119.0,144.0,136.0,142.0,0.875,1.059,-1.9204807451898351
1.0,4.0,0.4,42.8,136.0,176.0,517.0,0.243,0.773,-3.053849474798474
1.0,9.0,0.674,112.27,176.0,112.0,26.0,1.0,1.571,-0.4930046723223711
2.0,6.0,0.488,126.0,112.0,128.0,48.0,0.984,0.875,-0.9375949260681037
1.0,5.0,0.499,81.2,128.0,104.0,160.0,0.781,1.231,-2.0036147827849415
2.0,4.0,0.28,31.67,104.0,112.0,453.0,0.283,0.929,-3.2271230990970854
1.0,8.0,0.56,88.0,88.0,88.0,26.0,1.0,1.0,-0.48124880793982394
3.0,6.0,0.307,112.6,88.0,112.0,22.0,1.0,0.786,-0.6723390094817685
3.0,4.0,0.295,75.4,112.0,104.0,148.0,0.725,1.077,-2.2147834009145564
3.0,7.0,0.288,104.67,104.0,104.0,24.0,1.0,1.0,-0.7232167486691081
2.0,5.0,0.429,84.47,104.0,120.0,173.0,0.704,0.867,-2.18645171320372
3.0,4.0,0.278,73.4,120.0,128.0,215.0,0.573,0.938,-2.5366171658076304
1.0,4.0,0.399,57.33,128.0,88.0,193.0,0.651,1.455,-2.176317888062018
1.0,6.0,0.55,85.87,88.0,88.0,82.0,0.976,1.0,-1.62747730571632
3.0,4.0,0.291,60.67,88.0,160.0,332.0,0.379,0.55,-2.980050514810612
3.0,8.0,0.349,145.07,160.0,144.0,21.0,1.0,1.111,-0.7345551986684149
3.0,4.0,0.291,62.8,144.0,152.0,298.0,0.413,0.947,-2.8701373578738303
1.0,5.0,0.5,76.13,152.0,160.0,260.0,0.476,0.95,-2.3002409567443043
1.0,4.0,0.399,31.47,160.0,208.0,817.0,0.151,0.769,-3.846612976355495
2.0,7.0,0.482,128.0,208.0,128.0,29.0,1.0,1.625,-0.5290529183311536
3.0,6.0,0.265,96.07,128.0,96.0,26.0,1.0,1.333,-0.6959708463149534
2.0,7.0,0.468,126.73,96.0,128.0,33.0,0.99,0.75,-0.989056520063474
3.0,8.0,0.296,112.2,128.0,112.0,20.0,1.0,1.143,-0.7586273451233967
1.0,9.0,0.68,112.73,112.0,112.0,30.0,1.0,1.0,-0.49129643556569536
3.0,6.0,0.357,144.53,112.0,144.0,23.0,1.0,0.778,-0.6462799177393215
3.0,9.0,0.323,135.73,144.0,136.0,22.0,0.998,1.059,-1.2383542616829475
2.0,5.0,0.409,103.67,136.0,136.0,155.0,0.762,1.0,-2.1014278041601084
1.0,7.0,0.697,124.33,136.0,144.0,144.0,0.863,0.944,-1.9341539090537798
1.0,9.0,0.789,144.8,144.0,144.0,44.0,1.0,1.0,-0.46216638047395864
3.0,7.0,0.32,128.6,144.0,128.0,24.0,1.0,1.125,-0.7071174728092195
3.0,9.0,0.35,153.07,128.0,152.0,22.0,1.0,0.842,-0.7762377660783988
2.0,6.0,0.564,192.2,152.0,248.0,159.0,0.775,0.613,-2.0938305971330413
3.0,6.0,0.44,198.07,248.0,216.0,99.0,0.917,1.148,-1.9474717835729942
3.0,4.0,0.301,81.2,216.0,232.0,363.0,0.35,0.931,-3.06949403743281
2.0,6.0,0.437,72.67,232.0,216.0,367.0,0.336,1.074,-3.0141212717958297
2.0,7.0,0.496,152.93,216.0,152.0,24.0,1.0,1.421,-0.5236456739900093
1.0,8.0,0.797,130.27,152.0,152.0,141.0,0.857,1.0,-1.9467637259891035
2.0,5.0,0.434,122.93,120.0,152.0,147.0,0.809,0.789,-2.035966899923313
3.0,6.0,0.356,144.13,152.0,144.0,29.0,1.0,1.056,-0.6467801019437274
2.0,8.0,0.475,144.93,144.0,144.0,26.0,1.0,1.0,-0.5763847334946608
3.0,6.0,0.364,135.27,144.0,136.0,30.0,0.995,1.059,-1.0952239683688847
1.0,4.0,0.398,58.73,136.0,144.0,307.0,0.408,0.944,-2.6631014417169485
1.0,5.0,0.498,81.6,144.0,120.0,184.0,0.68,1.2,-2.1417241955891706
2.0,8.0,0.393,121.07,120.0,120.0,24.0,1.0,1.0,-0.6087913497784427
1.0,5.0,0.498,80.6,120.0,152.0,236.0,0.53,0.789,-2.395570824248276
3.0,6.0,0.401,182.87,152.0,184.0,38.0,0.994,0.826,-1.0778490386273996
2.0,9.0,0.639,216.87,184.0,216.0,22.0,1.0,0.852,-0.5680717160980595
1.0,5.0,0.499,55.87,216.0,232.0,526.0,0.241,0.931,-3.2844428079477734
1.0,9.0,0.898,174.4,232.0,240.0,171.0,0.727,0.967,-2.1462219890784375
1.0,9.0,0.865,152.73,240.0,152.0,59.0,1.0,1.579,-1.1007905992614495
1.0,7.0,0.7,103.47,152.0,120.0,143.0,0.862,1.267,-1.7303202275870253
3.0,6.0,0.436,164.67,120.0,168.0,57.0,0.98,0.714,-1.7140103582002908
2.0,4.0,0.303,36.6,168.0,144.0,484.0,0.254,1.167,-3.3000414193436556
1.0,9.0,0.781,137.67,144.0,136.0,35.0,1.0,1.059,-0.46418647683722036
3.0,7.0,0.35,136.13,136.0,136.0,23.0,1.0,1.0,-0.6926783770054556
3.0,9.0,0.33,144.4,136.0,144.0,21.0,1.0,0.944,-0.7845182190618494
2.0,5.0,0.387,113.07,144.0,112.0,31.0,1.0,1.286,-0.4766573980336587
2.0,5.0,0.365,112.73,112.0,112.0,33.0,1.0,1.0,-0.4879351551246708
3.0,9.0,0.343,152.33,112.0,152.0,23.0,1.0,0.737,-0.7791150169300287
2.0,4.0,0.294,42.2,152.0,152.0,468.0,0.278,1.0,-3.2524774290939216
1.0,8.0,0.802,139.07,152.0,152.0,134.0,0.915,1.0,-1.691278911525908
